rid,user_id,item_id,rating,timestamp,age,gender,occupation,zip_code,title,release_date,imdb_url,unknown,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film-noir,horror,musical,mystery,romance,sci-fi,thriller,war,western
4557,87,401,2,879876813,47,M,administrator,89503,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4558,293,401,1,888907453,24,M,writer,60804,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,222,401,2,878184422,29,M,programmer,27502,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4560,264,401,5,886123656,36,F,writer,90064,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4561,295,401,3,879519390,31,M,educator,50325,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4562,318,401,3,884498292,65,M,retired,06518,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4563,62,443,3,879375080,27,F,administrator,97214,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4564,308,443,3,887740500,60,M,retired,95076,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4565,102,443,3,888803148,38,M,programmer,30220,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4566,13,443,4,882140588,47,M,educator,29206,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4567,145,443,3,882182658,31,M,entertainment,V3N4P,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4568,44,443,5,878348289,26,M,technician,46260,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4569,18,443,3,880130193,35,F,other,37212,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4570,256,443,3,882164727,35,F,none,39042,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4571,16,443,5,877727055,21,M,entertainment,10309,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4572,297,443,2,875240133,29,F,educator,98103,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4573,188,443,4,875074329,42,M,student,29440,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4574,328,443,4,885048235,51,M,administrator,06779,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4575,377,443,4,891299078,22,M,student,18015,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4576,62,4,4,879374640,27,F,administrator,97214,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4577,194,4,4,879521397,38,M,administrator,02154,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4578,291,4,4,874835062,19,M,student,44106,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4579,308,4,5,887737890,60,M,retired,95076,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4580,160,4,4,876861754,27,M,programmer,66215,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4581,10,4,4,877889130,53,M,lawyer,90703,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4582,201,4,4,884111830,27,M,writer,E2A4H,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4583,99,4,5,886519097,20,M,student,63129,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4584,222,4,3,878183924,29,M,programmer,27502,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4585,279,4,4,875296461,33,M,programmer,85251,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4586,264,4,4,886123656,36,F,writer,90064,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4587,19,4,4,885412840,40,M,librarian,02138,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4588,130,4,2,875801778,20,M,none,60115,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4589,207,4,4,876198457,39,M,marketing,92037,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4590,295,4,4,879518568,31,M,educator,50325,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4591,77,4,3,884752721,30,M,technician,29379,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4592,109,4,2,880572756,29,M,other,55423,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4593,328,4,3,885047895,51,M,administrator,06779,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4594,334,4,3,891548345,32,M,librarian,30002,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4595,346,4,4,874948105,34,M,other,76059,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4596,385,4,2,879445260,36,M,writer,10003,Get Shorty (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Get%20Shorty%20(1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4597,62,1118,3,879375537,27,F,administrator,97214,Up in Smoke (1978),01-Jan-1978,http://us.imdb.com/M/title-exact?Up%20in%20Smoke%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4598,279,1118,3,875310631,33,M,programmer,85251,Up in Smoke (1978),01-Jan-1978,http://us.imdb.com/M/title-exact?Up%20in%20Smoke%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4599,207,1118,3,878104017,39,M,marketing,92037,Up in Smoke (1978),01-Jan-1978,http://us.imdb.com/M/title-exact?Up%20in%20Smoke%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,62,559,3,879375912,27,F,administrator,97214,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4601,286,559,4,877534081,27,M,student,15217,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4602,194,559,2,879521937,38,M,administrator,02154,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4603,308,559,4,887740367,60,M,retired,95076,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4604,102,559,3,888803052,38,M,programmer,30220,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4605,7,559,5,891354882,57,M,administrator,91344,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4606,59,559,5,888206562,49,M,educator,08403,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4607,293,559,2,888906168,24,M,writer,60804,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4608,267,559,3,878972614,23,M,engineer,83716,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4609,264,559,5,886122446,36,F,writer,90064,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4610,49,559,2,888067405,23,F,student,76111,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4611,184,559,3,889910418,37,M,librarian,76013,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4612,311,559,2,884366187,32,M,technician,73071,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4613,326,559,3,879877413,41,M,administrator,15235,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4614,345,559,1,884901497,28,F,librarian,94143,Interview with the Vampire (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Interview%20with%20the%20Vampire%20(1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4615,62,702,2,879376079,27,F,administrator,97214,Barcelona (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Barcelona%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4616,10,702,3,877886722,53,M,lawyer,90703,Barcelona (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Barcelona%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4617,59,702,5,888205463,49,M,educator,08403,Barcelona (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Barcelona%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4618,279,702,4,875309760,33,M,programmer,85251,Barcelona (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Barcelona%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4619,327,702,2,887819021,22,M,student,11101,Barcelona (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Barcelona%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4620,343,702,4,876406257,43,M,engineer,30093,Barcelona (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Barcelona%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4621,62,685,2,879373175,27,F,administrator,97214,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4622,200,685,4,876042493,40,M,programmer,93402,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4623,102,685,3,888801876,38,M,programmer,30220,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4624,99,685,3,885678840,20,M,student,63129,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4625,42,685,4,881105972,30,M,administrator,17870,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4626,13,685,5,882397582,47,M,educator,29206,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4627,293,685,3,888905170,24,M,writer,60804,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4628,162,685,3,877635917,25,M,artist,15610,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4629,279,685,3,884982881,33,M,programmer,85251,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4630,26,685,3,891371676,49,M,engineer,21044,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4631,130,685,3,874953895,20,M,none,60115,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4632,15,685,4,879456288,49,F,educator,97301,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4633,54,685,3,880935504,22,M,executive,66315,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4634,296,685,4,884196896,43,F,administrator,16803,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4635,144,685,3,888105473,53,M,programmer,20910,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4636,164,685,5,889402160,47,M,healthcare,80123,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4637,152,685,5,880149074,33,F,educator,68767,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4638,217,685,5,889069782,22,M,other,11727,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4639,159,685,4,880557347,23,F,student,55346,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4640,37,685,3,880915528,23,M,student,55105,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4641,374,685,4,880393307,36,M,executive,78746,Executive Decision (1996),09-Mar-1996,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4642,62,716,4,879375951,27,F,administrator,97214,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4643,303,716,2,879467639,19,M,student,14853,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4644,119,716,5,874782190,32,M,programmer,67401,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4645,256,716,5,882165135,35,F,none,39042,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4646,207,716,3,875508783,39,M,marketing,92037,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4647,297,716,3,875239422,29,F,educator,98103,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4648,184,716,3,889909987,37,M,librarian,76013,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4649,180,716,1,877128119,22,F,administrator,60202,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4650,152,716,5,884019001,33,F,educator,68767,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4651,311,716,4,884365718,32,M,technician,73071,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4652,89,716,3,879460027,43,F,administrator,68106,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4653,334,716,3,891548758,32,M,librarian,30002,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4654,344,716,3,884901403,30,F,librarian,94117,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4655,354,716,3,891307157,29,F,librarian,48197,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4656,62,421,5,879375716,27,F,administrator,97214,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4657,303,421,4,879466966,19,M,student,14853,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4658,291,421,4,875087352,19,M,student,44106,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4659,201,421,2,884111708,27,M,writer,E2A4H,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4660,99,421,3,885680772,20,M,student,63129,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4661,59,421,5,888206015,49,M,educator,08403,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4662,13,421,2,882140389,47,M,educator,29206,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4663,268,421,3,876513927,24,M,engineer,19422,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4664,23,421,5,874786770,30,F,artist,48197,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4665,215,421,4,891435704,35,M,programmer,63033,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4666,180,421,5,877128388,22,F,administrator,60202,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4667,117,421,5,881012601,20,M,student,16125,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4668,116,421,3,876453800,40,M,healthcare,97232,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4669,195,421,4,892362736,42,M,scientist,93555,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4670,76,421,3,875028682,20,M,student,02215,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4671,344,421,2,884901561,30,F,librarian,94117,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4672,62,1107,1,879376159,27,F,administrator,97214,Beyond Rangoon (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Beyond%20Rangoon%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4673,59,1107,4,888206254,49,M,educator,08403,Beyond Rangoon (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Beyond%20Rangoon%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4674,343,1107,3,876406977,43,M,engineer,30093,Beyond Rangoon (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Beyond%20Rangoon%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4675,62,827,2,879373421,27,F,administrator,97214,Daylight (1996),06-Dec-1996,http://us.imdb.com/M/title-exact?Daylight%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
